"","time","Sus1","Exp1","Inf1","Rec1","SusV","ExpV","InfV","Sus2","Exp2","Inf2","Rec2","Total1","Total2","TotalV"
"89",88,283.274144729726,0.172826284323364,0.416341224817784,0.136687761132688,4999.76025500186,0.341252644898615,0.898492353248881,133.672449512144,0.315453853059396,0.761747271102166,0.250349363694087,284,135,5001
"90",89,283.265758056052,0.173925196726447,0.420824056391985,0.139492690829788,4999.74747814452,0.345876793929826,0.906645061552453,133.657176608961,0.317433924979258,0.769910939945618,0.255478526114373,284,135,5001
"91",90,283.257310772331,0.175057082125453,0.425317776628795,0.142314368915078,4999.73456033141,0.350493162652695,0.914946505939568,133.641794934955,0.319473713911246,0.77809337754384,0.260637973589642,284,135,5001
"92",91,283.248801453703,0.176221885257243,0.429823916313304,0.145152744726775,4999.72150230122,0.355102852072618,0.923394846711919,133.626301929856,0.321573099476238,0.786297365248862,0.265827605419367,284,135,5001
"93",92,283.240228694642,0.177419534281087,0.434343987829848,0.14800778324759,4999.70830469459,0.359706987542794,0.931988317869862,133.610695069839,0.32373193077546,0.794525649976053,0.271047349409291,284,135,5001
"94",93,283.231591108311,0.178649942366476,0.438879484560225,0.150879464762908,4999.69496805625,0.364306716228264,0.940725227526758,133.594971866365,0.325950029294753,0.802780943101335,0.276297161239509,284,135,5001
"95",94,283.222887325911,0.179913009207032,0.443431880365041,0.153767784516788,4999.68149283712,0.368903204684828,0.949603958195893,133.579129864988,0.328227191672919,0.811065919510449,0.281577023828633,284,135,5001
"96",95,283.214115996027,0.181208622462827,0.448002629143749,0.156672752366629,4999.66787939649,0.373497636550873,0.95862296695692,133.563166644174,0.33056319233837,0.819383216792112,0.286886946695541,284,135,5001
"97",96,283.205275783961,0.18253665913335,0.452593164469073,0.159594392437268,4999.65412800414,0.378091210350017,0.967780785508574,133.547079814095,0.332957786018239,0.827735434567183,0.292226965320135,284,135,5001
"98",97,283.19636537107,0.183896986863347,0.457204899291706,0.162532742775229,4999.64023884249,0.382685137402346,0.977076020114266,133.530867015425,0.335410710124061,0.836125133946241,0.297597140504436,284,135,5001
"99",98,283.187383454102,0.185289465183711,0.461839225711276,0.165487855003819,4999.62621200871,0.387280639841903,0.98650735144695,133.514525918139,0.337921687018011,0.844554837108259,0.302997557735239,284,135,5001
"100",99,283.178328744521,0.186713946689547,0.46649751480976,0.16845979397968,4999.61204751692,0.391878948738007,0.996073534339501,133.498054220294,0.340490426163657,0.853027026993321,0.3084283265495,284,135,5001
"101",100,283.169199967848,0.188170278157532,0.471181116543639,0.171448637451404,4999.59774530024,0.396481302317904,1.00577339744666,133.481449646829,0.343116626165096,0.861544147102605,0.313889579903515,284,135,5001
"102",101,283.159995862984,0.189658301604597,0.475891359691247,0.174454475720745,4999.58330521289,0.401088944288149,1.01560584282435,133.464709948356,0.345799976698243,0.870108601399095,0.319381473546892,284,135,5001
"103",102,283.150715181552,0.19117785528998,0.480629551851893,0.177477411306943,4999.56872703232,0.405703122252126,1.02556984543214,133.447832899957,0.34854016033802,0.878722754302769,0.324904185402247,284,135,5001
"104",103,283.14135668723,0.192728774662605,0.485396979493477,0.180517558614621,4999.55401046122,0.410325086221001,1.03566445256418,133.430816299989,0.351336854285067,0.887388930774202,0.330457914951462,284,135,5001
"105",104,283.131919155093,0.194310893255744,0.490194908045442,0.183575043605686,4999.53915512957,0.414956087215422,1.04588878321409,133.413657968894,0.354189731995553,0.896109416480828,0.336042882629304,284,135,5001
"106",105,283.12240137096,0.195924043530845,0.495024582034039,0.186650003475642,4999.52416059667,0.419597375955236,1.05624202737871,133.396355748017,0.357098464717588,0.904886458040285,0.341659329225114,284,135,5001
